transformer_2t_2l_b64-l5e-05-h64-d0.5
Carico grafi già salvati
# train raw: 10037, # val: 4302
 Train label distrib: Counter({1: 5036, 0: 5001})
 Val   label distrib: Counter({1: 2159, 0: 2143})
Epoch 001 | Train Loss: 0.6948, Train Acc: 0.5080 | Val Loss: 0.6911, Val Acc: 0.5019 | LR: 0.00000423
Epoch 002 | Train Loss: 0.6915, Train Acc: 0.4986 | Val Loss: 0.6916, Val Acc: 0.4981 | LR: 0.00000423
Epoch 003 | Train Loss: 0.6906, Train Acc: 0.5037 | Val Loss: 0.6930, Val Acc: 0.4981 | LR: 0.00000423
Epoch 004 | Train Loss: 0.6908, Train Acc: 0.4997 | Val Loss: 0.6914, Val Acc: 0.4981 | LR: 0.00000423
Epoch 005 | Train Loss: 0.6906, Train Acc: 0.5057 | Val Loss: 0.6926, Val Acc: 0.4981 | LR: 0.00000423
Epoch 006 | Train Loss: 0.6908, Train Acc: 0.4959 | Val Loss: 0.6924, Val Acc: 0.4981 | LR: 0.00000423
Epoch 007 | Train Loss: 0.6907, Train Acc: 0.5018 | Val Loss: 0.6914, Val Acc: 0.4981 | LR: 0.00000423
Epoch 008 | Train Loss: 0.6903, Train Acc: 0.5130 | Val Loss: 0.6903, Val Acc: 0.4981 | LR: 0.00000423
Epoch 009 | Train Loss: 0.6904, Train Acc: 0.5083 | Val Loss: 0.6914, Val Acc: 0.4981 | LR: 0.00000423
Epoch 010 | Train Loss: 0.6902, Train Acc: 0.5165 | Val Loss: 0.6902, Val Acc: 0.4981 | LR: 0.00000423
Epoch 011 | Train Loss: 0.6902, Train Acc: 0.5152 | Val Loss: 0.6912, Val Acc: 0.4981 | LR: 0.00000423
Epoch 012 | Train Loss: 0.6903, Train Acc: 0.5204 | Val Loss: 0.6924, Val Acc: 0.4981 | LR: 0.00000423
Epoch 013 | Train Loss: 0.6903, Train Acc: 0.5114 | Val Loss: 0.6904, Val Acc: 0.4981 | LR: 0.00000423
Epoch 014 | Train Loss: 0.6900, Train Acc: 0.5213 | Val Loss: 0.6906, Val Acc: 0.4981 | LR: 0.00000423
Epoch 015 | Train Loss: 0.6899, Train Acc: 0.5292 | Val Loss: 0.6903, Val Acc: 0.4981 | LR: 0.00000423
Epoch 016 | Train Loss: 0.6899, Train Acc: 0.5297 | Val Loss: 0.6900, Val Acc: 0.4981 | LR: 0.00000423
Epoch 017 | Train Loss: 0.6897, Train Acc: 0.5212 | Val Loss: 0.6903, Val Acc: 0.4981 | LR: 0.00000423
Epoch 018 | Train Loss: 0.6898, Train Acc: 0.5387 | Val Loss: 0.6904, Val Acc: 0.4981 | LR: 0.00000423
Epoch 019 | Train Loss: 0.6897, Train Acc: 0.5235 | Val Loss: 0.6900, Val Acc: 0.4981 | LR: 0.00000423
Epoch 020 | Train Loss: 0.6896, Train Acc: 0.5304 | Val Loss: 0.6901, Val Acc: 0.4981 | LR: 0.00000423
Epoch 021 | Train Loss: 0.6896, Train Acc: 0.5370 | Val Loss: 0.6910, Val Acc: 0.4981 | LR: 0.00000423
Epoch 022 | Train Loss: 0.6893, Train Acc: 0.5547 | Val Loss: 0.6906, Val Acc: 0.4981 | LR: 0.00000423
Epoch 023 | Train Loss: 0.6891, Train Acc: 0.5503 | Val Loss: 0.6895, Val Acc: 0.4981 | LR: 0.00000422
